Pond,Date,Mean_temp_A,Mean_temp_B,Mean_temp,Dosing
F3,2021/3/8,9.316400251,9.287696174,9.302048213,Pre
F4,2021/3/8,5.416908735,5.337169976,5.377039356,Pre
F5,2021/3/8,5.137231662,5.112336098,5.12478388,Pre
F6,2021/3/8,10.3165964,10.25880475,10.28770058,Pre
F7,2021/3/8,13.30039146,13.23402429,13.26720788,Pre
F8,2021/3/8,7.10273823,7.405204369,7.2539713,Pre
F9,2021/3/8,5.230016714,5.188560132,5.209288423,Pre
G1,2021/3/8,7.373279216,7.371220282,7.372249749,Pre
G10,2021/3/8,7.413325812,7.403101972,7.408213892,Pre
G11,2021/3/8,10.20606958,10.30480408,10.25543683,Pre
G12,2021/3/8,9.276036509,9.333838439,9.304937474,Pre
G2,2021/3/8,6.312571906,6.341662366,6.327117136,Pre
G3,2021/3/8,7.269734498,7.328139429,7.298936964,Pre
G4,2021/3/8,9.350803436,9.36922946,9.360016448,Pre
G5,2021/3/8,8.315275237,8.303868906,8.309572072,Pre
G6,2021/3/8,4.924915415,4.934043077,4.929479246,Pre
G7,2021/3/8,5.018671753,5.059091254,5.038881504,Pre
G8,2021/3/8,5.26523576,5.280037871,5.272636816,Pre
G9,2021/3/8,9.313686122,9.305218129,9.309452126,Pre
H1,2021/3/8,5.019469923,5.099503136,5.05948653,Pre
H10,2021/3/8,5.40969492,5.45564653,5.432670725,Pre
H11,2021/3/8,8.695825582,9.318074031,9.006949807,Pre
H12,2021/3/8,5.125372794,5.086020213,5.105696504,Pre
H2,2021/3/8,4.832205279,4.825680774,4.828943027,Pre
H3,2021/3/8,13.0259808,13.0259808,13.0259808,Pre
H4,2021/3/8,9.267929017,9.324213066,9.296071042,Pre
H5,2021/3/8,7.330596993,7.101715275,7.216156134,Pre
H6,2021/3/8,5.132031575,5.164789659,5.148410617,Pre
H7,2021/3/8,12.14561969,12.31572725,12.23067347,Pre
H8,2021/3/8,9.311422777,9.298239551,9.304831164,Pre
H9,2021/3/8,6.337584258,6.309794174,6.323689216,Pre
A1,2021/3/9,10.84974835,10.84334729,10.84654782,Pre
A10,2021/3/9,6.612609872,6.543808531,6.578209202,Pre
A11,2021/3/9,10.87409305,10.89287731,10.88348518,Pre
A12,2021/3/9,6.994296083,7.095770608,7.045033346,Pre
A2,2021/3/9,6.52622109,6.530700958,6.528461024,Pre
A3,2021/3/9,10.99574818,11.85679107,11.42626963,Pre
A4,2021/3/9,6.972957014,6.951158212,6.962057613,Pre
A5,2021/3/9,7.826376146,7.906118149,7.866247148,Pre
A6,2021/3/9,10.79135995,10.85150544,10.8214327,Pre
A7,2021/3/9,6.948914851,6.934235028,6.94157494,Pre
A8,2021/3/9,11.75072397,11.8486396,11.79968179,Pre
A9,2021/3/9,8.778793927,8.869341691,8.824067809,Pre
B1,2021/3/9,7.863900045,7.890967163,7.877433604,Pre
B10,2021/3/9,13.10136903,14.83389837,13.9676337,Pre
B11,2021/3/9,8.837598063,8.86616441,8.851881237,Pre
B12,2021/3/9,6.991567733,6.934817809,6.963192771,Pre
B2,2021/3/9,6.301776337,6.264247031,6.283011684,Pre
B3,2021/3/9,12.10150896,12.84564128,12.47357512,Pre
B4,2021/3/9,6.864844806,6.861758104,6.863301455,Pre
B5,2021/3/9,6.238997142,6.303436826,6.271216984,Pre
B6,2021/3/9,12.94882681,13.84939292,13.39910987,Pre
B7,2021/3/9,9.891344559,9.863630858,9.877487709,Pre
B8,2021/3/9,7.09429199,7.105136615,7.099714303,Pre
B9,2021/3/9,10.85304988,10.77656465,10.81480727,Pre
C1,2021/3/9,6.37551992,6.604257691,6.489888806,Pre
C10,2021/3/9,10.85029303,10.85783152,10.85406228,Pre
C11,2021/3/9,13.8205474,13.84172882,13.83113811,Pre
C12,2021/3/9,7.076295826,7.059763281,7.068029554,Pre
C2,2021/3/9,8.843997628,8.862371906,8.853184767,Pre
C3,2021/3/9,10.8557126,10.82708477,10.84139869,Pre
C4,2021/3/9,13.35563247,14.83990073,14.0977666,Pre
C5,2021/3/9,8.843247535,8.875156406,8.859201971,Pre
C6,2021/3/9,6.780185375,6.764317274,6.772251325,Pre
C7,2021/3/9,8.870989774,8.841652552,8.856321163,Pre
C8,2021/3/9,10.87268198,10.88912216,10.88090207,Pre
C9,2021/3/9,6.990465302,7.051451035,7.020958169,Pre
D1,2021/3/9,6.515235646,6.529956764,6.522596205,Pre
D10,2021/3/9,6.774322847,6.859137618,6.816730233,Pre
D11,2021/3/9,10.82528413,10.90360961,10.86444687,Pre
D12,2021/3/9,10.83010519,10.86307988,10.84659254,Pre
D2,2021/3/9,10.85399915,10.81312013,10.83355964,Pre
D3,2021/3/9,12.83593719,12.83526778,12.83560249,Pre
D4,2021/3/9,8.859031233,8.868073851,8.863552542,Pre
D5,2021/3/9,6.623231569,6.627060073,6.625145821,Pre
D6,2021/3/9,6.232616851,6.226090979,6.229353915,Pre
D7,2021/3/9,10.84695423,10.87043784,10.85869604,Pre
D8,2021/3/9,6.968410399,6.997429993,6.982920196,Pre
D9,2021/3/9,12.84849642,12.8229201,12.83570826,Pre
E1,2021/3/9,10.86099761,10.8506873,10.85584246,Pre
E10,2021/3/9,8.858677611,8.891854948,8.87526628,Pre
E11,2021/3/9,9.852193038,9.873260174,9.862726606,Pre
