Pond,Date,Mean_temp_A,Mean_temp_B,Mean_temp,Dosing
C10,2022/3/29,16.03806486,16.05861128,16.04833807,Pre
C11,2022/3/29,19.04114545,19.05917799,19.05016172,Pre
C12,2022/3/29,12.60405688,12.58883795,12.59644742,Pre
C2,2022/3/29,14.041345,14.05623198,14.04878849,Pre
C3,2022/3/29,16.0556209,16.03610528,16.04586309,Pre
C4,2022/3/29,17.21228028,20.06067979,18.63648004,Pre
C5,2022/3/29,14.04325174,14.0690466,14.05614917,Pre
C6,2022/3/29,11.99231611,11.96438118,11.97834865,Pre
C7,2022/3/29,14.05551747,14.05362694,14.05457221,Pre
C8,2022/3/29,16.06858764,16.07752635,16.073057,Pre
C9,2022/3/29,12.4248724,12.46788174,12.44637707,Pre
D1,2022/3/29,12.13992753,12.1621542,12.15104087,Pre
D10,2022/3/29,11.99610139,12.09640708,12.04625424,Pre
D11,2022/3/29,15.96987007,16.06172167,16.01579587,Pre
D12,2022/3/29,16.02450767,16.0554559,16.03998179,Pre
D2,2022/3/29,16.04089507,15.95706983,15.99898245,Pre
D3,2022/3/29,18.04829663,18.02633788,18.03731726,Pre
D4,2022/3/29,13.73399003,14.06425691,13.89912347,Pre
D5,2022/3/29,11.82127618,11.83119962,11.8262379,Pre
D6,2022/3/29,11.56639517,11.55532288,11.56085903,Pre
D7,2022/3/29,16.07792417,16.09014514,16.08403466,Pre
D8,2022/3/29,12.33996892,12.37148003,12.35572448,Pre
D9,2022/3/29,18.0532851,17.98302441,18.01815476,Pre
E1,2022/3/29,16.05335667,16.03929844,16.04632756,Pre
E10,2022/3/29,14.03983972,14.05725986,14.04854979,Pre
E11,2022/3/29,15.0549799,15.06288837,15.05893414,Pre
E12,2022/3/29,11.10752024,11.13197066,11.11974545,Pre
E2,2022/3/29,18.86702229,19.04089976,18.95396103,Pre
E3,2022/3/29,9.918018038,9.918018038,9.918018038,Pre
E4,2022/3/29,16.04623875,16.06600747,16.05612311,Pre
E5,2022/3/29,15.08248674,15.05232205,15.0674044,Pre
E6,2022/3/29,12.29197965,12.32318139,12.30758052,Pre
E7,2022/3/29,15.9984051,16.05055351,16.02447931,Pre
E8,2022/3/29,12.40547899,12.43809823,12.42178861,Pre
E9,2022/3/29,14.04532771,14.05882944,14.05207858,Pre
F1,2022/3/29,12.03575462,12.06711153,12.05143308,Pre
F10,2022/3/29,18.08415601,14.87318052,16.47866827,Pre
F11,2022/3/29,12.46391542,12.45302535,12.45847039,Pre
F12,2022/3/29,14.06416063,13.9768192,14.02048992,Pre
F2,2022/3/29,14.69605938,16.06610049,15.38107994,Pre
F3,2022/3/29,16.04590368,16.00727181,16.02658775,Pre
F4,2022/3/29,12.24606903,12.33228799,12.28917851,Pre
F5,2022/3/29,11.89585087,11.87907361,11.88746224,Pre
F6,2022/3/29,17.05829035,16.92024024,16.9892653,Pre
F7,2022/3/29,20.04526569,19.97843424,20.01184997,Pre
F8,2022/3/29,13.45820191,14.06069882,13.75945037,Pre
F9,2022/3/29,12.3406142,12.29804795,12.31933108,Pre
G1,2022/3/29,14.06286493,14.06690337,14.06488415,Pre
G10,2022/3/29,14.06695597,14.05464528,14.06080063,Pre
G11,2022/3/29,16.94528938,17.04300667,16.99414803,Pre
G12,2022/3/29,15.99372653,16.05191726,16.0228219,Pre
G2,2022/3/29,13.02725069,13.05967128,13.04346099,Pre
G3,2022/3/29,14.06270427,13.97586872,14.0192865,Pre
G4,2022/3/29,16.10561326,16.11752778,16.11157052,Pre
G5,2022/3/29,15.07495288,15.03703451,15.0559937,Pre
G6,2022/3/29,11.9278242,11.93836469,11.93309445,Pre
G7,2022/3/29,12.26120444,12.29102969,12.27611707,Pre
G8,2022/3/29,11.99765469,12.0128141,12.0052344,Pre
G9,2022/3/29,16.05241736,15.72319045,15.88780391,Pre
H1,2022/3/29,11.71547247,11.79236934,11.75392091,Pre
H10,2022/3/29,11.95720024,11.99351163,11.97535594,Pre
H11,2022/3/29,14.98712267,16.14935278,15.56823773,Pre
H12,2022/3/29,11.86780688,11.84895267,11.85837978,Pre
H2,2022/3/29,11.35902337,11.34932361,11.35417349,Pre
H3,2022/3/29,20.01697076,20.01697076,20.01697076,Pre
H4,2022/3/29,16.01222785,16.07173622,16.04198204,Pre
H5,2022/3/29,14.07839851,13.72091316,13.89965584,Pre
H6,2022/3/29,12.10250483,12.13745993,12.11998238,Pre
H7,2022/3/29,18.68453191,19.05984698,18.87218945,Pre
H8,2022/3/29,16.05908417,16.03368931,16.04638674,Pre
H9,2022/3/29,13.06064819,13.02159885,13.04112352,Pre
A1,2022/3/30,14.98250542,14.98881792,14.98566167,Pre
A10,2022/3/30,10.91073351,10.84197309,10.8763533,Pre
A11,2022/3/30,15.03556792,15.04678632,15.04117712,Pre
A12,2022/3/30,11.56737899,11.61213764,11.58975832,Pre
A2,2022/3/30,10.58683667,10.60758039,10.59720853,Pre
A3,2022/3/30,15.66355948,15.99310736,15.82833342,Pre
A4,2022/3/30,11.06681766,11.07020973,11.0685137,Pre
A5,2022/3/30,11.94189649,12.00834378,11.97512014,Pre
A6,2022/3/30,14.92331083,15.0029126,14.96311172,Pre
A7,2022/3/30,10.97714601,11.03575659,11.0064513,Pre
A8,2022/3/30,15.98543896,16.02000066,16.00271981,Pre
A9,2022/3/30,12.91812906,13.0016366,12.95988283,Pre
B1,2022/3/30,11.84774868,12.02185486,11.93480177,Pre
B10,2022/3/30,17.28948753,19.00055906,18.1450233,Pre
B11,2022/3/30,12.96801538,13.00091618,12.98446578,Pre
B12,2022/3/30,11.10937149,11.07277219,11.09107184,Pre
B2,2022/3/30,10.66213466,10.61185507,10.63699487,Pre
B3,2022/3/30,16.25799872,16.99806313,16.62803093,Pre
B4,2022/3/30,11.00418597,10.99840309,11.00129453,Pre
B5,2022/3/30,11.07007438,11.12800553,11.09903996,Pre
B6,2022/3/30,17.47489677,18.00004538,17.73747108,Pre
B7,2022/3/30,14.00734861,13.97808226,13.99271544,Pre
B8,2022/3/30,11.2260502,11.22810546,11.22707783,Pre
B9,2022/3/30,14.99856503,14.9564099,14.97748747,Pre
C1,2022/3/30,10.63483055,11.03638113,10.83560584,Pre
C10,2022/3/30,14.98737573,15.00449278,14.99593426,Pre
C11,2022/3/30,18.00960684,18.02247694,18.01604189,Pre
C12,2022/3/30,11.55582007,11.54132274,11.54857141,Pre
C2,2022/3/30,12.99772958,13.00419844,13.00096401,Pre
C3,2022/3/30,15.00463576,14.98324094,14.99393835,Pre
C4,2022/3/30,16.89568438,19.00741872,17.95155155,Pre
C5,2022/3/30,12.98455288,13.01034628,12.99744958,Pre
C6,2022/3/30,11.1003514,11.07473412,11.08754276,Pre
C7,2022/3/30,13.00675694,13.00677167,13.00676431,Pre
C8,2022/3/30,15.02087813,15.03338503,15.02713158,Pre
C9,2022/3/30,11.37044698,11.40787517,11.38916108,Pre
D1,2022/3/30,11.09314223,11.11204631,11.10259427,Pre
D10,2022/3/30,10.95694386,11.05160263,11.00427325,Pre
D11,2022/3/30,14.92771132,15.02145566,14.97458349,Pre
D12,2022/3/30,14.97430868,15.00323396,14.98877132,Pre
D2,2022/3/30,14.99508847,14.92969806,14.96239327,Pre
D3,2022/3/30,16.98915351,16.98868875,16.98892113,Pre
D4,2022/3/30,12.7392924,13.00465858,12.87197549,Pre
D5,2022/3/30,10.94051209,10.9530095,10.9467608,Pre
D6,2022/3/30,10.5141442,10.49106375,10.50260398,Pre
D7,2022/3/30,14.99637035,15.01352771,15.00494903,Pre
D8,2022/3/30,11.3073376,11.33817271,11.32275516,Pre
D9,2022/3/30,17.00036316,16.93148983,16.9659265,Pre
E1,2022/3/30,15.00106188,14.98852413,14.99479301,Pre
E10,2022/3/30,12.98949424,13.01084809,13.00017117,Pre
E11,2022/3/30,13.99810833,14.00786368,14.00298601,Pre
E12,2022/3/30,10.76947433,10.79883381,10.78415407,Pre
E2,2022/3/30,17.8224726,17.98800226,17.90523743,Pre
E3,2022/3/30,10.01215435,10.01215435,10.01215435,Pre
E4,2022/3/30,14.97571545,14.99593017,14.98582281,Pre
E5,2022/3/30,14.01002583,13.97306385,13.99154484,Pre
E6,2022/3/30,11.17110423,11.19785116,11.1844777,Pre
E7,2022/3/30,14.94792774,14.99836514,14.97314644,Pre
E8,2022/3/30,11.27871811,11.31282699,11.29577255,Pre
E9,2022/3/30,12.99376424,13.00896108,13.00136266,Pre
F1,2022/3/30,10.84994783,10.87819586,10.86407185,Pre
F10,2022/3/30,17.03043257,14.49320399,15.76181828,Pre
F11,2022/3/30,11.24247299,11.22708894,11.23478097,Pre
F12,2022/3/30,13.01118267,12.9287851,12.96998389,Pre
F2,2022/3/30,13.81115681,15.02431528,14.41773605,Pre
F3,2022/3/30,14.99578872,14.95993295,14.97786084,Pre
F4,2022/3/30,10.99392849,11.06708055,11.03050452,Pre
F5,2022/3/30,10.62241078,10.60522227,10.61381653,Pre
F6,2022/3/30,15.9944626,15.85698222,15.92572241,Pre
F7,2022/3/30,18.99032889,18.92043385,18.95538137,Pre
F8,2022/3/30,12.41678635,13.00466802,12.71072719,Pre
F9,2022/3/30,11.3096183,11.26426865,11.28694348,Pre
G1,2022/3/30,13.00727458,13.01180017,13.00953738,Pre
G10,2022/3/30,13.00373962,12.99132781,12.99753372,Pre
G11,2022/3/30,15.89372587,15.99224226,15.94298407,Pre
G12,2022/3/30,14.95180146,15.00799653,14.979899,Pre
G2,2022/3/30,11.97946813,12.00567556,11.99257185,Pre
G3,2022/3/30,13.01167868,12.92103073,12.96635471,Pre
G4,2022/3/30,15.01376569,15.0169509,15.0153583,Pre
G5,2022/3/30,14.00024007,13.96755257,13.98389632,Pre
G6,2022/3/30,10.86957182,10.88275006,10.87616094,Pre
G7,2022/3/30,11.07474356,11.09292996,11.08383676,Pre
G8,2022/3/30,10.93640942,10.95102782,10.94371862,Pre
G9,2022/3/30,14.99678469,14.80520795,14.90099632,Pre
H1,2022/3/30,10.443993,10.52016255,10.48207778,Pre
H10,2022/3/30,10.98540117,11.01691997,11.00116057,Pre
H11,2022/3/30,14.41938514,15.05120781,14.73529648,Pre
H12,2022/3/30,11.08984996,11.0767852,11.08331758,Pre
H2,2022/3/30,10.31487972,10.31820442,10.31654207,Pre
H3,2022/3/30,18.9599808,18.9599808,18.9599808,Pre
H4,2022/3/30,14.94559799,14.99964892,14.97262346,Pre
H5,2022/3/30,13.0036776,12.79119476,12.89743618,Pre
H6,2022/3/30,11.00671477,11.03514397,11.02092937,Pre
H7,2022/3/30,17.74861503,18.00720382,17.87790943,Pre
H8,2022/3/30,14.99928177,14.97316243,14.9862221,Pre
H9,2022/3/30,12.00756684,11.97253726,11.99005205,Pre
A1,2022/3/31,12.08054222,12.08380861,12.08217542,Pre
A10,2022/3/31,8.703353128,8.632379861,8.667866495,Pre
A11,2022/3/31,12.15981712,12.16633969,12.16307841,Pre
A12,2022/3/31,8.972928816,9.016256205,8.994592511,Pre
A2,2022/3/31,7.618919479,7.637927226,7.628423353,Pre
A3,2022/3/31,12.80105451,13.08773958,12.94439705,Pre
A4,2022/3/31,8.191082198,8.197094191,8.194088195,Pre
A5,2022/3/31,9.078696222,9.149713476,9.114204849,Pre
A6,2022/3/31,12.03032035,12.10439215,12.06735625,Pre
A7,2022/3/31,8.021260535,8.064000462,8.042630499,Pre
A8,2022/3/31,13.0783899,13.1290499,13.1037199,Pre
A9,2022/3/31,10.03020343,10.11373766,10.07197055,Pre
B1,2022/3/31,8.962362767,9.142842066,9.052602417,Pre
B10,2022/3/31,14.86411097,16.10427292,15.48419195,Pre
B11,2022/3/31,10.09107915,10.12222401,10.10665158,Pre
B12,2022/3/31,8.430768316,8.392037462,8.411402889,Pre
B2,2022/3/31,7.671619608,7.617721306,7.644670457,Pre
B3,2022/3/31,13.61188111,14.09008385,13.85098248,Pre
B4,2022/3/31,8.111756972,8.109031642,8.110394307,Pre
B5,2022/3/31,8.206903681,8.266287951,8.236595816,Pre
B6,2022/3/31,14.7924567,15.09263531,14.94254601,Pre
B7,2022/3/31,11.10677326,11.07857414,11.0926737,Pre
B8,2022/3/31,8.386802997,8.392348965,8.389575981,Pre
B9,2022/3/31,12.10815406,12.06952747,12.08884077,Pre
C1,2022/3/31,7.840573875,8.20658126,8.023577568,Pre
C10,2022/3/31,12.09256285,12.11434208,12.10345247,Pre
C11,2022/3/31,15.09331479,15.10853549,15.10092514,Pre
C12,2022/3/31,8.863372628,8.847552424,8.855462526,Pre
C2,2022/3/31,10.10879004,10.10998761,10.10938883,Pre
C3,2022/3/31,12.10489306,12.08519618,12.09504462,Pre
C4,2022/3/31,14.83829514,16.09130569,15.46480042,Pre
C5,2022/3/31,10.09134978,10.11858934,10.10496956,Pre
C6,2022/3/31,8.31457099,8.291253906,8.302912448,Pre
C7,2022/3/31,10.12218455,10.11745072,10.11981764,Pre
C8,2022/3/31,12.14574365,12.1607209,12.15323228,Pre
C9,2022/3/31,8.617338028,8.664039486,8.640688757,Pre
D1,2022/3/31,8.262322882,8.278716747,8.270519815,Pre
D10,2022/3/31,8.146027212,8.243965427,8.19499632,Pre
D11,2022/3/31,12.03399899,12.13044156,12.08222028,Pre
D12,2022/3/31,12.08300861,12.11346316,12.09823589,Pre
D2,2022/3/31,12.09867083,12.05476681,12.07671882,Pre
D3,2022/3/31,14.06048281,14.07448802,14.06748542,Pre
D4,2022/3/31,9.977205253,10.12097235,10.0490888,Pre
D5,2022/3/31,8.069671104,8.080063753,8.074867429,Pre
D6,2022/3/31,7.634780111,7.615384035,7.625082073,Pre
D7,2022/3/31,12.11336628,12.13433705,12.12385167,Pre
D8,2022/3/31,8.553484,8.58344883,8.568466415,Pre
D9,2022/3/31,14.12045753,14.05161451,14.08603602,Pre
E1,2022/3/31,12.09077017,12.07924785,12.08500901,Pre
E10,2022/3/31,10.10505802,10.12167207,10.11336505,Pre
E11,2022/3/31,11.11348951,11.12120703,11.11734827,Pre
E12,2022/3/31,8.285041066,8.307632667,8.296336867,Pre
E2,2022/3/31,14.92317788,15.07071538,14.99694663,Pre
E3,2022/3/31,7.988023271,7.988023271,7.988023271,Pre
E4,2022/3/31,12.07407681,12.09586576,12.08497129,Pre
E5,2022/3/31,11.11892917,11.0789299,11.09892954,Pre
E6,2022/3/31,8.287697705,8.31372174,8.300709723,Pre
E7,2022/3/31,12.04488691,12.09458663,12.06973677,Pre
E8,2022/3/31,8.43553742,8.466104455,8.450820938,Pre
E9,2022/3/31,10.10209288,10.11729318,10.10969303,Pre
F1,2022/3/31,7.932110045,7.963354184,7.947732115,Pre
F10,2022/3/31,14.13266205,12.21388774,13.1732749,Pre
F11,2022/3/31,8.252416552,8.236591285,8.244503919,Pre
F12,2022/3/31,10.13719101,10.05710556,10.09714829,Pre
F2,2022/3/31,10.8169682,12.11156722,11.46426771,Pre
F3,2022/3/31,12.08981934,12.05058184,12.07020059,Pre
F4,2022/3/31,8.08674999,8.121621774,8.104185882,Pre
F5,2022/3/31,7.603432885,7.583135993,7.593284439,Pre
F6,2022/3/31,13.09084781,12.9550776,13.02296271,Pre
F7,2022/3/31,16.08203035,16.01025913,16.04614474,Pre
F8,2022/3/31,9.573781104,10.11621724,9.844999172,Pre
F9,2022/3/31,8.502755441,8.457990743,8.480373092,Pre
G1,2022/3/31,10.10798367,10.1116897,10.10983669,Pre
G10,2022/3/31,10.12663129,10.11214567,10.11938848,Pre
G11,2022/3/31,13.01095313,13.10785295,13.05940304,Pre
G12,2022/3/31,12.05718622,12.1133583,12.08527226,Pre
G2,2022/3/31,9.085132847,9.114049809,9.099591328,Pre
G3,2022/3/31,10.10788392,10.03628451,10.07208422,Pre
G4,2022/3/31,12.13555861,12.1369199,12.13623926,Pre
G5,2022/3/31,11.10121944,11.07423681,11.08772813,Pre
G6,2022/3/31,8.009673944,8.019336729,8.014505337,Pre
G7,2022/3/31,8.044687483,8.064575396,8.05463144,Pre
G8,2022/3/31,8.049895299,8.065813885,8.057854592,Pre
G9,2022/3/31,12.11804622,11.95339069,12.03571846,Pre
H1,2022/3/31,7.504642146,7.582399604,7.543520875,Pre
H10,2022/3/31,8.109160573,8.14301208,8.126086327,Pre
H11,2022/3/31,11.72980688,12.14018177,11.93499433,Pre
H12,2022/3/31,8.190618701,8.189595219,8.19010696,Pre
H2,2022/3/31,7.29398792,7.294952167,7.294470044,Pre
H3,2022/3/31,15.9577091,15.9577091,15.9577091,Pre
H4,2022/3/31,12.03758875,12.09365896,12.06562386,Pre
H5,2022/3/31,10.10946575,9.813132597,9.961299174,Pre
H6,2022/3/31,8.040552632,8.073433427,8.05699303,Pre
H7,2022/3/31,14.89355378,15.08257563,14.98806471,Pre
H8,2022/3/31,12.10065274,12.07394427,12.08729851,Pre
H9,2022/3/31,9.119108813,9.077672649,9.098390731,Pre
A1,2022/4/1,10.67600716,10.67992789,10.67796753,Pre
A10,2022/4/1,6.894719076,6.823228285,6.858973681,Pre
A11,2022/4/1,10.79436108,10.79647697,10.79541903,Pre
A12,2022/4/1,7.751064958,7.809976076,7.780520517,Pre
A2,2022/4/1,6.063398438,6.085014764,6.074206601,Pre
A3,2022/4/1,11.28100781,11.69296583,11.48698682,Pre
A4,2022/4/1,6.801924122,6.810383615,6.806153869,Pre
A5,2022/4/1,7.650085163,7.72807658,7.689080872,Pre
A6,2022/4/1,10.62148343,10.69685589,10.65916966,Pre
A7,2022/4/1,6.708511274,6.749752438,6.729131856,Pre
A8,2022/4/1,11.66261093,11.72611359,11.69436226,Pre
A9,2022/4/1,8.618164896,8.702027243,8.66009607,Pre
B1,2022/4/1,7.525244212,7.707084267,7.61616424,Pre
B10,2022/4/1,13.40395646,14.67889014,14.0414233,Pre
B11,2022/4/1,8.684778597,8.714836736,8.699807667,Pre
B12,2022/4/1,6.993326823,6.937609174,6.965467999,Pre
B2,2022/4/1,5.84094434,5.790488087,5.815716214,Pre
B3,2022/4/1,11.94392299,12.67914715,12.31153507,Pre
B4,2022/4/1,6.728884965,6.733039194,6.73096208,Pre
B5,2022/4/1,6.717123399,6.780731278,6.748927339,Pre
B6,2022/4/1,13.21198271,13.68322601,13.44760436,Pre
B7,2022/4/1,9.713696708,9.680672274,9.697184491,Pre
B8,2022/4/1,6.993630274,7.006065333,6.999847804,Pre
B9,2022/4/1,10.70117109,10.66789095,10.68453102,Pre
C1,2022/4/1,6.312741809,6.659248733,6.485995271,Pre
C10,2022/4/1,10.66559264,10.69575005,10.68067135,Pre
C11,2022/4/1,13.69071219,13.7077675,13.69923985,Pre
C12,2022/4/1,7.609681531,7.590985003,7.600333267,Pre
C2,2022/4/1,8.682539243,8.695793316,8.68916628,Pre
C3,2022/4/1,10.70623928,10.68739316,10.69681622,Pre
C4,2022/4/1,12.99774358,14.68010017,13.83892188,Pre
C5,2022/4/1,8.675945677,8.704098795,8.690022236,Pre
C6,2022/4/1,6.686565563,6.661557257,6.67406141,Pre
C7,2022/4/1,8.709018198,8.694897427,8.701957813,Pre
C8,2022/4/1,10.73085577,10.74513479,10.73799528,Pre
C9,2022/4/1,7.209609875,7.264829833,7.237219854,Pre
D1,2022/4/1,6.813438344,6.830486903,6.821962624,Pre
D10,2022/4/1,6.668505868,6.772273427,6.720389648,Pre
D11,2022/4/1,10.62852813,10.72143048,10.67497931,Pre
D12,2022/4/1,10.66362424,10.70077867,10.68220146,Pre
D2,2022/4/1,10.68713902,10.62486891,10.65600397,Pre
D3,2022/4/1,12.66257594,12.65480441,12.65869018,Pre
D4,2022/4/1,8.599335267,8.707636163,8.653485715,Pre
D5,2022/4/1,6.441195858,6.449964392,6.445580125,Pre
D6,2022/4/1,6.127920479,6.120585503,6.124252991,Pre
D7,2022/4/1,10.71087752,10.72635762,10.71861757,Pre
D8,2022/4/1,7.092677785,7.122684333,7.107681059,Pre
D9,2022/4/1,12.70858444,12.63386983,12.67122714,Pre
E1,2022/4/1,10.68551091,10.67121233,10.67836162,Pre
E10,2022/4/1,8.693682438,8.702315299,8.697998869,Pre
E11,2022/4/1,9.703049007,9.71017908,9.706614044,Pre
